구분,일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
당진매립장태양광,2019-04-11,0,0,0,0,0,0,12,121,235,433,553,624,702,687,673,423,231,147,18,0,0,0,0,0
당진매립장태양광,2019-04-12,0,0,0,0,0,0,13,136,335,557,705,798,839,821,746,617,428,207,24,0,0,0,0,0
당진매립장태양광,2019-04-13,0,0,0,0,0,0,14,148,343,488,587,721,793,825,743,618,389,147,24,0,0,0,0,0
당진매립장태양광,2019-04-14,0,0,0,0,0,0,0,15,113,112,92,147,314,634,754,619,431,210,37,0,0,0,0,0
당진매립장태양광,2019-04-15,0,0,0,0,0,0,12,146,351,553,691,774,804,787,718,591,408,203,34,0,0,0,0,0
당진매립장태양광,2019-04-16,0,0,0,0,0,0,13,159,387,563,679,716,707,653,501,331,260,136,20,0,0,0,0,0
당진매립장태양광,2019-04-17,0,0,0,0,0,0,15,154,368,578,718,799,835,823,743,608,424,221,37,0,0,0,0,0
당진매립장태양광,2019-04-18,0,0,0,0,0,0,19,141,351,305,249,184,64,152,549,232,87,27,0,0,0,0,0,0
당진매립장태양광,2019-04-19,0,0,0,0,0,0,0,59,92,230,441,397,290,234,613,559,388,211,48,0,0,0,0,0
당진매립장태양광,2019-04-20,0,0,0,0,0,0,5,100,280,434,506,605,574,719,530,504,330,55,0,0,0,0,0,0
당진매립장태양광,2019-04-21,0,0,0,0,0,0,0,40,76,108,135,266,375,354,551,601,378,212,41,0,0,0,0,0
당진매립장태양광,2019-04-22,0,0,0,0,0,0,22,150,351,531,681,772,809,794,715,573,398,175,34,0,0,0,0,0
당진매립장태양광,2019-04-23,0,0,0,0,0,0,33,114,226,405,517,420,326,280,232,145,81,51,15,0,0,0,0,0
당진매립장태양광,2019-04-24,0,0,0,0,0,0,0,10,52,118,243,574,734,810,736,613,424,219,48,0,0,0,0,0
당진매립장태양광,2019-04-25,0,0,0,0,0,0,16,82,103,91,29,40,32,71,83,33,1,2,0,0,0,0,0,0
당진매립장태양광,2019-04-26,0,0,0,0,0,0,0,27,56,52,77,63,57,15,0,60,31,43,0,0,0,0,0,0
당진매립장태양광,2019-04-27,0,0,0,0,0,0,35,200,413,648,771,838,854,821,523,421,317,145,18,0,0,0,0,0
당진매립장태양광,2019-04-28,0,0,0,0,0,0,0,16,86,166,193,498,681,644,765,634,241,99,54,0,0,0,0,0
당진매립장태양광,2019-04-29,0,0,0,0,0,0,36,192,271,262,259,218,213,160,117,113,146,109,37,0,0,0,0,0
당진매립장태양광,2019-04-30,0,0,0,0,0,0,54,177,354,458,607,803,835,807,759,591,423,204,46,0,0,0,0,0
당진매립장태양광,2019-05-01,0,0,0,0,0,0,33,181,349,548,686,819,859,835,761,634,451,239,60,0,0,0,0,0
당진매립장태양광,2019-05-02,0,0,0,0,0,0,38,214,445,657,789,860,875,844,775,646,473,254,61,0,0,0,0,0
당진매립장태양광,2019-05-03,0,0,0,0,0,0,37,199,413,612,730,801,826,809,741,613,432,225,58,0,0,0,0,0
당진매립장태양광,2019-05-04,0,0,0,0,0,0,53,194,350,550,620,570,579,720,695,455,375,207,59,0,0,0,0,0
당진매립장태양광,2019-05-05,0,0,0,0,0,0,47,174,398,604,716,809,819,823,768,631,428,221,66,0,0,0,0,0
당진매립장태양광,2019-05-06,0,0,0,0,0,0,42,230,475,682,817,909,936,908,822,689,505,284,73,0,0,0,0,0
당진매립장태양광,2019-05-07,0,0,0,0,0,0,51,226,445,639,755,848,882,847,782,660,466,255,71,0,0,0,0,0
당진매립장태양광,2019-05-08,0,0,0,0,0,0,74,213,414,593,686,778,743,707,705,529,306,208,48,0,0,0,0,0
당진매립장태양광,2019-05-09,0,0,0,0,0,0,52,226,423,529,668,745,794,835,752,636,466,261,73,0,0,0,0,0
당진매립장태양광,2019-05-10,0,0,0,0,0,0,57,223,435,619,743,819,861,853,758,499,331,271,77,0,0,0,0,0
당진매립장태양광,2019-05-11,0,0,0,0,0,0,57,226,431,621,752,829,860,819,780,636,457,277,77,0,0,0,0,0
당진매립장태양광,2019-05-12,0,0,0,0,0,0,71,214,353,524,605,755,759,789,708,591,424,236,70,0,0,0,0,0
당진매립장태양광,2019-05-13,0,0,0,0,0,0,65,194,361,390,383,413,519,360,232,165,108,60,0,0,0,0,0,0
당진매립장태양광,2019-05-14,0,0,0,0,0,0,54,186,397,592,713,803,816,794,718,592,434,266,74,0,0,0,0,0
당진매립장태양광,2019-05-15,0,0,0,0,0,0,36,154,265,525,629,761,802,780,713,624,448,249,72,0,0,0,0,0
당진매립장태양광,2019-05-16,0,0,0,0,0,0,60,192,397,607,739,784,765,773,690,535,449,252,81,0,0,0,0,0
당진매립장태양광,2019-05-17,0,0,0,0,0,0,50,187,365,475,441,419,336,298,199,178,138,73,17,0,0,0,0,0
당진매립장태양광,2019-05-18,0,0,0,0,0,0,18,118,387,392,414,532,437,387,527,332,211,79,10,0,0,0,0,0
당진매립장태양광,2019-05-19,0,0,0,0,0,0,17,89,134,204,291,347,330,263,349,393,146,79,9,0,0,0,0,0
당진매립장태양광,2019-05-20,0,0,0,0,0,0,58,92,174,377,769,865,956,939,868,735,535,324,108,2,0,0,0,0
당진매립장태양광,2019-05-21,0,0,0,0,0,0,76,270,497,695,822,896,926,899,831,699,513,286,95,1,0,0,0,0
당진매립장태양광,2019-05-22,0,0,0,0,0,0,76,259,478,674,796,868,894,867,792,669,493,252,99,1,0,0,0,0
당진매립장태양광,2019-05-23,0,0,0,0,0,0,75,242,452,632,758,824,857,836,764,652,490,279,94,1,0,0,0,0
당진매립장태양광,2019-05-24,0,0,0,0,0,0,71,222,431,616,730,795,806,784,722,617,453,247,73,5,0,0,0,0
당진매립장태양광,2019-05-25,0,0,0,0,0,0,68,215,375,389,582,673,703,755,596,542,324,230,102,9,0,0,0,0
당진매립장태양광,2019-05-26,0,0,0,0,0,0,79,264,456,646,747,809,867,844,752,657,362,187,59,0,0,0,0,0
당진매립장태양광,2019-05-27,0,0,0,0,0,0,0,28,125,119,89,81,92,83,23,45,58,172,39,0,0,0,0,0
당진매립장태양광,2019-05-28,0,0,0,0,0,0,99,211,286,512,738,776,841,890,828,717,544,337,120,5,0,0,0,0
당진매립장태양광,2019-05-29,0,0,0,0,0,1,92,253,469,657,786,851,881,865,815,702,542,317,126,4,0,0,0,0
당진매립장태양광,2019-05-30,0,0,0,0,0,6,96,235,373,570,765,602,544,345,480,235,111,84,31,0,0,0,0,0
당진매립장태양광,2019-05-31,0,0,0,0,0,0,55,249,474,666,792,874,910,903,834,708,539,334,123,5,0,0,0,0
당진매립장태양광,2019-06-01,0,0,0,0,0,2,100,269,461,447,495,729,682,639,531,435,328,231,107,5,0,0,0,0
당진매립장태양광,2019-06-02,0,0,0,0,0,1,75,237,419,586,726,800,822,809,736,632,472,286,104,5,0,0,0,0
당진매립장태양광,2019-06-03,0,0,0,0,0,0,77,240,452,632,743,725,864,851,759,629,458,265,101,5,0,0,0,0
당진매립장태양광,2019-06-04,0,0,0,0,0,0,88,247,455,627,734,816,770,816,791,630,481,305,114,6,0,0,0,0
당진매립장태양광,2019-06-05,0,0,0,0,0,0,11,65,79,338,437,733,856,854,777,657,483,266,68,0,0,0,0,0
당진매립장태양광,2019-06-06,0,0,0,0,0,0,23,69,101,182,330,350,329,155,118,89,73,45,0,0,0,0,0,0
당진매립장태양광,2019-06-07,0,0,0,0,0,0,0,40,75,146,198,478,255,377,279,476,475,365,134,9,0,0,0,0
당진매립장태양광,2019-06-08,0,0,0,0,0,1,90,207,383,566,712,666,737,711,621,559,389,234,97,4,0,0,0,0
당진매립장태양광,2019-06-09,0,0,0,0,0,0,0,70,365,611,729,765,730,640,362,140,171,197,55,0,0,0,0,0
당진매립장태양광,2019-06-10,0,0,0,0,0,0,32,142,193,361,468,746,715,542,417,218,121,132,12,0,0,0,0,0
당진매립장태양광,2019-06-11,0,0,0,0,0,0,52,178,454,498,575,750,879,885,824,695,535,335,120,8,0,0,0,0
당진매립장태양광,2019-06-12,0,0,0,0,0,0,88,265,479,658,788,873,909,892,823,700,537,330,125,8,0,0,0,0
당진매립장태양광,2019-06-13,0,0,0,0,0,0,71,216,454,636,768,848,877,869,800,655,494,272,96,5,0,0,0,0
당진매립장태양광,2019-06-14,0,0,0,0,0,0,11,76,157,449,445,552,514,842,689,445,325,249,120,13,0,0,0,0
당진매립장태양광,2019-06-15,0,0,0,0,0,1,80,234,459,672,799,883,916,895,821,703,546,345,141,9,0,0,0,0
당진매립장태양광,2019-06-16,0,0,0,0,0,1,93,187,150,201,223,644,846,846,794,619,442,237,110,3,0,0,0,0
당진매립장태양광,2019-06-17,0,0,0,0,0,0,39,270,458,547,589,681,844,854,695,542,459,339,125,10,0,0,0,0
당진매립장태양광,2019-06-18,0,0,0,0,0,0,78,159,209,336,496,151,231,358,635,345,318,241,72,0,0,0,0,0
당진매립장태양광,2019-06-19,0,0,0,0,0,0,20,45,187,331,523,588,856,823,726,610,473,285,117,9,0,0,0,0
당진매립장태양광,2019-06-20,0,0,0,0,0,0,21,78,165,409,449,513,815,783,797,651,470,298,86,2,0,0,0,0
당진매립장태양광,2019-06-21,0,0,0,0,0,0,24,99,304,284,637,857,874,852,776,648,471,255,105,8,0,0,0,0
당진매립장태양광,2019-06-22,0,0,0,0,0,0,71,220,428,613,732,832,776,841,798,694,527,327,123,8,0,0,0,0
당진매립장태양광,2019-06-23,0,0,0,0,0,0,73,246,445,635,756,836,869,844,812,697,524,328,128,9,0,0,0,0
당진매립장태양광,2019-06-24,0,0,0,0,0,0,72,244,447,632,750,824,869,874,814,704,543,342,133,5,0,0,0,0
당진매립장태양광,2019-06-25,0,0,0,0,0,0,61,226,421,636,727,805,840,834,786,686,528,331,118,4,0,0,0,0
당진매립장태양광,2019-06-26,0,0,0,0,0,0,42,126,127,145,126,219,309,631,336,255,292,180,78,3,0,0,0,0
당진매립장태양광,2019-06-27,0,0,0,0,0,0,2,52,108,255,342,344,311,338,255,463,447,192,148,3,0,0,0,0
당진매립장태양광,2019-06-28,0,0,0,0,0,0,45,86,192,381,348,418,413,658,555,554,290,111,58,4,0,0,0,0
당진매립장태양광,2019-06-29,0,0,0,0,0,0,2,13,171,170,199,396,348,245,301,159,184,181,139,0,0,0,0,0
당진매립장태양광,2019-06-30,0,0,0,0,0,1,87,169,288,322,471,341,222,282,556,148,232,106,15,0,0,0,0,0
당진매립장태양광,2019-07-01,0,0,0,0,0,0,7,84,239,472,564,613,625,603,603,523,503,337,137,9,0,0,0,0
당진매립장태양광,2019-07-02,0,0,0,0,0,0,72,219,435,582,754,833,875,875,808,705,541,345,133,6,0,0,0,0
당진매립장태양광,2019-07-03,0,0,0,0,0,0,10,146,282,481,711,561,484,456,452,231,220,121,21,0,0,0,0,0
당진매립장태양광,2019-07-04,0,0,0,0,0,0,46,107,147,400,744,829,873,864,799,637,403,244,95,1,0,0,0,0
당진매립장태양광,2019-07-05,0,0,0,0,0,0,22,190,347,591,703,781,825,836,780,662,510,304,114,9,0,0,0,0
당진매립장태양광,2019-07-06,0,0,0,0,0,0,62,231,439,638,764,840,868,850,789,676,514,328,130,10,0,0,0,0
당진매립장태양광,2019-07-07,0,0,0,0,0,0,106,124,392,647,732,775,592,538,451,386,231,141,71,16,0,0,0,0
당진매립장태양광,2019-07-08,0,0,0,0,0,0,77,267,361,608,669,543,851,831,774,699,539,325,47,0,0,0,0,0
당진매립장태양광,2019-07-09,0,0,0,0,0,0,53,221,431,613,728,827,791,575,433,400,256,188,82,4,0,0,0,0
당진매립장태양광,2019-07-10,0,0,0,0,0,0,27,234,225,168,267,315,335,270,125,233,82,48,4,0,0,0,0,0
당진매립장태양광,2019-07-11,0,0,0,0,0,0,0,85,204,200,210,426,324,370,344,134,97,15,0,2,0,0,0,0
당진매립장태양광,2019-07-12,0,0,0,0,0,0,51,243,326,481,606,845,651,405,446,316,118,250,92,0,0,0,0,0
당진매립장태양광,2019-07-13,0,0,0,0,0,0,0,36,112,336,364,344,306,235,357,551,436,277,123,9,0,0,0,0
당진매립장태양광,2019-07-14,0,0,0,0,0,0,9,80,212,446,614,732,824,810,714,550,452,293,122,9,0,0,0,0
당진매립장태양광,2019-07-15,0,0,0,0,0,0,57,150,119,136,115,112,136,212,405,653,482,175,86,5,0,0,0,0
당진매립장태양광,2019-07-16,0,0,0,0,0,0,67,120,308,254,590,536,581,353,234,257,273,309,97,9,0,0,0,0
당진매립장태양광,2019-07-17,0,0,0,0,0,0,57,154,257,406,455,557,444,323,476,381,240,115,15,0,0,0,0,0
당진매립장태양광,2019-07-18,0,0,0,0,0,0,13,180,310,317,291,298,374,479,693,648,453,255,89,16,0,0,0,0
당진매립장태양광,2019-07-19,0,0,0,0,0,0,56,192,361,537,744,601,767,608,569,267,175,294,21,0,0,0,0,0
당진매립장태양광,2019-07-20,0,0,0,0,0,0,0,62,244,360,328,518,718,531,487,345,162,114,108,3,0,0,0,0
당진매립장태양광,2019-07-21,0,0,0,0,0,0,0,3,56,86,173,257,176,262,438,330,154,208,93,1,0,0,0,0
당진매립장태양광,2019-07-22,0,0,0,0,0,0,7,77,131,248,380,426,665,520,709,609,437,239,109,0,0,0,0,0
당진매립장태양광,2019-07-23,0,0,0,0,0,0,0,47,158,342,598,808,789,570,727,608,408,233,31,0,0,0,0,0
당진매립장태양광,2019-07-24,0,0,0,0,0,0,0,32,67,90,134,163,241,166,358,288,244,137,27,0,0,0,0,0
당진매립장태양광,2019-07-25,0,0,0,0,0,0,0,22,18,107,36,30,98,147,126,47,131,2,2,0,0,0,0,0
당진매립장태양광,2019-07-26,0,0,0,0,0,0,0,0,0,0,16,159,122,29,213,168,46,126,23,0,0,0,0,0
당진매립장태양광,2019-07-27,0,0,0,0,0,0,3,94,246,242,166,463,654,480,243,418,208,244,78,0,0,0,0,0
당진매립장태양광,2019-07-28,0,0,0,0,0,0,0,6,118,141,96,167,266,221,69,156,34,67,64,0,0,0,0,0
당진매립장태양광,2019-07-29,0,0,0,0,0,0,21,98,156,493,650,671,768,736,696,632,519,207,40,0,0,0,0,0
당진매립장태양광,2019-07-30,0,0,0,0,0,0,0,64,255,515,666,796,657,702,689,314,255,188,76,0,0,0,0,0
당진매립장태양광,2019-07-31,0,0,0,0,0,0,13,71,9,2,132,145,163,225,257,238,190,115,12,0,0,0,0,0
당진매립장태양광,2019-08-01,0,0,0,0,0,0,17,136,146,246,318,471,790,609,615,573,272,208,95,0,0,0,0,0
당진매립장태양광,2019-08-02,0,0,0,0,0,0,0,37,76,378,597,709,772,798,746,652,502,307,89,0,0,0,0,0
당진매립장태양광,2019-08-03,0,0,0,0,0,0,19,85,263,481,701,679,795,799,657,476,332,281,97,1,0,0,0,0
당진매립장태양광,2019-08-04,0,0,0,0,0,0,34,219,264,473,636,753,809,719,744,426,206,111,36,0,0,0,0,0
당진매립장태양광,2019-08-05,0,0,0,0,0,0,25,112,211,490,593,684,728,753,730,606,301,213,61,6,0,0,0,0
당진매립장태양광,2019-08-06,0,0,0,0,0,0,20,164,343,560,700,700,724,748,627,474,406,344,118,0,0,0,0,0
당진매립장태양광,2019-08-07,0,0,0,0,0,0,2,91,265,500,718,786,799,529,793,489,185,104,27,0,0,0,0,0
당진매립장태양광,2019-08-08,0,0,0,0,0,0,1,96,314,478,524,566,631,308,502,305,185,90,33,0,0,0,0,0
당진매립장태양광,2019-08-09,0,0,0,0,0,0,16,123,323,440,678,739,652,269,759,628,479,294,114,3,0,0,0,0
당진매립장태양광,2019-08-10,0,0,0,0,0,0,20,129,310,567,732,806,759,649,807,675,486,281,65,0,0,0,0,0
당진매립장태양광,2019-08-11,0,0,0,0,0,0,13,205,179,474,776,819,846,860,534,327,126,47,0,0,0,0,0,0
당진매립장태양광,2019-08-12,0,0,0,0,0,0,0,0,33,106,367,273,194,143,374,499,249,64,49,0,0,0,0,0
당진매립장태양광,2019-08-13,0,0,0,0,0,0,18,17,123,475,693,784,646,480,414,532,483,266,90,0,0,0,0,0
당진매립장태양광,2019-08-14,0,0,0,0,0,0,18,119,359,596,729,784,824,802,655,503,439,278,68,0,0,0,0,0
당진매립장태양광,2019-08-15,0,0,0,0,0,0,2,59,105,110,155,164,237,144,75,207,293,166,14,0,0,0,0,0
당진매립장태양광,2019-08-16,0,0,0,0,0,0,3,30,153,209,432,348,738,771,606,613,380,270,59,0,0,0,0,0
당진매립장태양광,2019-08-17,0,0,0,0,0,0,19,151,285,403,411,236,55,17,186,337,280,207,64,0,0,0,0,0
당진매립장태양광,2019-08-18,0,0,0,0,0,0,7,149,340,580,630,733,796,829,750,646,480,263,54,0,0,0,0,0
당진매립장태양광,2019-08-19,0,0,0,0,0,0,44,142,245,433,545,691,726,794,741,609,452,241,66,0,0,0,0,0
당진매립장태양광,2019-08-20,0,0,0,0,0,0,19,139,333,538,676,760,792,757,658,559,387,213,57,0,0,0,0,0
당진매립장태양광,2019-08-21,0,0,0,0,0,0,15,130,257,503,597,511,445,320,311,434,288,230,27,0,0,0,0,0
당진매립장태양광,2019-08-22,0,0,0,0,0,0,11,89,131,169,252,360,435,767,752,628,465,232,43,0,0,0,0,0
당진매립장태양광,2019-08-23,0,0,0,0,0,0,11,110,233,508,529,755,749,822,754,633,459,232,39,0,0,0,0,0
당진매립장태양광,2019-08-24,0,0,0,0,0,0,0,54,71,184,221,287,250,507,310,270,306,212,38,0,0,0,0,0
당진매립장태양광,2019-08-25,0,0,0,0,0,0,0,16,57,524,539,731,825,806,752,624,441,221,32,0,0,0,0,0
당진매립장태양광,2019-08-26,0,0,0,0,0,0,5,84,126,422,698,677,742,786,713,592,435,128,36,0,0,0,0,0
당진매립장태양광,2019-08-27,0,0,0,0,0,0,0,4,91,304,558,505,451,239,214,164,299,109,0,0,0,0,0,0
당진매립장태양광,2019-08-28,0,0,0,0,0,0,1,95,250,400,538,642,718,756,609,471,376,201,31,0,0,0,0,0
당진매립장태양광,2019-08-29,0,0,0,0,0,0,6,87,193,334,416,64,205,394,376,467,401,193,28,0,0,0,0,0
당진매립장태양광,2019-08-30,0,0,0,0,0,0,20,130,363,508,522,768,716,615,179,307,343,164,26,0,0,0,0,0
당진매립장태양광,2019-08-31,0,0,0,0,0,0,6,136,347,548,567,631,759,819,718,582,349,189,29,0,0,0,0,0
당진매립장태양광,2019-09-01,0,0,0,0,0,0,16,127,247,354,462,466,475,281,347,324,262,102,20,0,0,0,0,0
당진매립장태양광,2019-09-02,0,0,0,0,0,0,8,98,216,244,312,370,518,460,382,237,176,104,0,0,0,0,0,0
당진매립장태양광,2019-09-03,0,0,0,0,0,0,0,33,87,116,129,268,280,229,378,210,152,30,7,0,0,0,0,0
당진매립장태양광,2019-09-04,0,0,0,0,0,0,0,1,37,119,309,377,559,588,284,265,64,6,0,0,0,0,0,0
당진매립장태양광,2019-09-05,0,0,0,0,0,0,0,58,123,240,314,148,6,6,10,3,43,40,3,0,0,0,0,0
당진매립장태양광,2019-09-06,0,0,0,0,0,0,0,45,187,262,312,293,339,167,61,0,0,0,0,0,0,0,0,0
당진매립장태양광,2019-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당진매립장태양광,2019-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당진매립장태양광,2019-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,0,0,0,0,0,0
당진매립장태양광,2019-09-10,0,0,0,0,0,0,2,77,238,504,295,149,97,231,98,56,15,13,0,0,0,0,0,0
당진매립장태양광,2019-09-11,0,0,0,0,0,0,0,4,39,140,145,122,232,425,264,113,138,61,5,0,0,0,0,0
당진매립장태양광,2019-09-12,0,0,0,0,0,0,0,5,29,87,143,156,190,131,206,143,72,0,0,0,0,0,0,0
당진매립장태양광,2019-09-13,0,0,0,0,0,0,0,100,309,522,659,733,751,734,645,507,335,121,4,0,0,0,0,0
당진매립장태양광,2019-09-14,0,0,0,0,0,0,0,25,72,157,392,249,105,119,137,16,58,44,0,0,0,0,0,0
당진매립장태양광,2019-09-15,0,0,0,0,0,0,0,9,60,63,98,183,518,705,623,450,318,108,2,0,0,0,0,0
당진매립장태양광,2019-09-16,0,0,0,0,0,0,0,130,240,410,578,697,757,704,625,494,305,101,2,0,0,0,0,0
당진매립장태양광,2019-09-17,0,0,0,0,0,0,1,96,303,505,649,701,740,708,613,455,268,85,1,0,0,0,0,0
당진매립장태양광,2019-09-18,0,0,0,0,0,0,0,90,292,498,634,723,767,755,677,531,325,103,1,0,0,0,0,0
당진매립장태양광,2019-09-19,0,0,0,0,0,0,1,88,272,472,611,687,734,606,617,410,254,78,1,0,0,0,0,0
당진매립장태양광,2019-09-20,0,0,0,0,0,0,0,55,174,282,368,295,293,200,166,188,85,20,0,0,0,0,0,0
당진매립장태양광,2019-09-21,0,0,0,0,0,0,0,0,28,112,189,191,129,106,73,31,0,0,0,0,0,0,0,0
당진매립장태양광,2019-09-22,0,0,0,0,0,0,0,8,78,120,111,93,123,150,140,117,21,0,0,0,0,0,0,0
당진매립장태양광,2019-09-23,0,0,0,0,0,0,0,54,230,395,519,713,740,710,620,480,279,82,1,0,0,0,0,0
당진매립장태양광,2019-09-24,0,0,0,0,0,0,0,70,287,487,622,697,729,699,620,482,281,76,0,0,0,0,0,0
당진매립장태양광,2019-09-25,0,0,0,0,0,0,0,66,237,413,508,563,526,537,477,326,154,39,0,0,0,0,0,0
당진매립장태양광,2019-09-26,0,0,0,0,0,0,0,53,152,303,393,445,544,460,426,278,116,33,0,0,0,0,0,0
당진매립장태양광,2019-09-27,0,0,0,0,0,0,0,55,204,332,514,420,342,471,351,311,93,36,0,0,0,0,0,0
당진매립장태양광,2019-09-28,0,0,0,0,0,0,0,69,238,446,521,559,522,506,384,402,265,56,0,0,0,0,0,0
당진매립장태양광,2019-09-29,0,0,0,0,0,0,0,69,251,424,579,658,680,649,571,427,232,53,0,0,0,0,0,0
당진매립장태양광,2019-09-30,0,0,0,0,0,0,0,26,139,221,456,592,635,612,526,385,206,46,0,0,0,0,0,0
당진매립장태양광,2019-10-01,0,0,0,0,0,0,0,25,119,237,348,388,389,365,295,204,80,14,0,0,0,0,0,0
당진매립장태양광,2019-10-02,0,0,0,0,0,0,0,0,25,68,70,78,70,78,82,37,22,0,0,0,0,0,0,0
당진매립장태양광,2019-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
당진매립장태양광,2019-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,0,0,0,0
당진매립장태양광,2019-10-05,0,0,0,0,0,0,0,0,13,182,256,297,546,440,241,269,188,31,0,0,0,0,0,0
당진매립장태양광,2019-10-06,0,0,0,0,0,0,0,56,252,403,445,584,607,554,281,325,106,14,0,0,0,0,0,0
당진매립장태양광,2019-10-07,0,0,0,0,0,0,0,0,0,54,103,151,227,122,164,44,45,0,0,0,0,0,0,0
당진매립장태양광,2019-10-08,0,0,0,0,0,0,0,46,217,383,465,642,703,672,576,419,203,31,0,0,0,0,0,0
당진매립장태양광,2019-10-09,0,0,0,0,0,0,0,48,242,439,574,621,648,616,510,378,176,27,0,0,0,0,0,0
당진매립장태양광,2019-10-10,0,0,0,0,0,0,0,22,72,123,226,462,278,353,197,135,119,12,0,0,0,0,0,0
당진매립장태양광,2019-10-11,0,0,0,0,0,0,0,23,204,369,499,573,590,553,474,330,150,22,0,0,0,0,0,0
당진매립장태양광,2019-10-12,0,0,0,0,0,0,0,42,208,399,543,630,649,610,516,358,159,19,0,0,0,0,0,0
당진매립장태양광,2019-10-13,0,0,0,0,0,0,0,44,201,396,538,613,628,519,491,343,150,18,0,0,0,0,0,0
당진매립장태양광,2019-10-14,0,0,0,0,0,0,0,21,90,267,219,460,600,596,521,333,161,19,0,0,0,0,0,0
당진매립장태양광,2019-10-15,0,0,0,0,0,0,0,31,170,363,544,622,595,564,459,336,179,31,0,0,0,0,0,0
당진매립장태양광,2019-10-16,0,0,0,0,0,0,0,36,158,310,323,353,382,405,445,312,135,24,0,0,0,0,0,0
당진매립장태양광,2019-10-17,0,0,0,0,0,0,19,82,187,240,299,418,419,423,285,130,14,0,0,0,0,0,0,0
당진매립장태양광,2019-10-18,0,0,0,0,0,0,0,19,142,212,392,555,550,567,410,249,112,14,0,0,0,0,0,0
당진매립장태양광,2019-10-19,0,0,0,0,0,0,0,35,152,346,490,574,597,559,465,309,123,10,0,0,0,0,0,0
당진매립장태양광,2019-10-20,0,0,0,0,0,0,0,14,152,298,463,299,455,526,445,296,117,10,0,0,0,0,0,0
당진매립장태양광,2019-10-21,0,0,0,0,0,0,0,28,159,307,432,510,538,502,414,259,93,10,0,0,0,0,0,0
당진매립장태양광,2019-10-22,0,0,0,0,0,0,0,42,188,294,478,540,573,489,402,258,97,1,0,0,0,0,0,0
당진매립장태양광,2019-10-23,0,0,0,0,0,0,0,2,66,133,234,297,316,273,221,136,60,3,0,0,0,0,0,0
당진매립장태양광,2019-10-24,0,0,0,0,0,0,0,17,79,181,450,514,536,504,402,244,68,2,0,0,0,0,0,0
당진매립장태양광,2019-10-25,0,0,0,0,0,0,0,24,140,207,429,454,461,469,381,177,60,0,0,0,0,0,0,0
당진매립장태양광,2019-10-26,0,0,0,0,0,0,0,1,30,95,239,462,588,488,349,240,111,2,0,0,0,0,0,0
당진매립장태양광,2019-10-27,0,0,0,0,0,0,0,22,161,337,461,536,559,520,417,258,99,7,0,0,0,0,0,0
당진매립장태양광,2019-10-28,0,0,0,0,0,0,0,32,164,330,463,533,507,427,241,232,99,8,0,0,0,0,0,0
당진매립장태양광,2019-10-29,0,0,0,0,0,0,0,23,167,284,353,170,327,364,386,254,105,3,0,0,0,0,0,0
당진매립장태양광,2019-10-30,0,0,0,0,0,0,0,17,154,329,465,474,461,474,428,259,94,1,0,0,0,0,0,0
당진매립장태양광,2019-10-31,0,0,0,0,0,0,0,20,151,310,431,492,508,399,280,195,85,1,0,0,0,0,0,0
당진매립장태양광,2019-11-01,0,0,0,0,0,0,0,16,139,317,462,544,564,521,414,248,60,0,0,0,0,0,0,0
당진매립장태양광,2019-11-02,0,0,0,0,0,0,0,24,126,175,206,329,282,222,196,181,39,1,0,0,0,0,0,0
당진매립장태양광,2019-11-03,0,0,0,0,0,0,0,14,117,244,392,455,462,419,316,162,45,0,0,0,0,0,0,0
당진매립장태양광,2019-11-04,0,0,0,0,0,0,0,8,135,301,430,500,516,477,376,224,68,0,0,0,0,0,0,0
당진매립장태양광,2019-11-05,0,0,0,0,0,0,0,8,85,268,389,384,482,479,375,228,72,0,0,0,0,0,0,0
당진매립장태양광,2019-11-06,0,0,0,0,0,0,0,8,129,286,417,489,490,371,352,183,69,0,0,0,0,0,0,0
당진매립장태양광,2019-11-07,0,0,0,0,0,0,0,4,104,253,392,486,522,485,386,226,69,0,0,0,0,0,0,0
당진매립장태양광,2019-11-08,0,0,0,0,0,0,0,7,126,294,431,517,532,490,393,228,64,0,0,0,0,0,0,0
당진매립장태양광,2019-11-09,0,0,0,0,0,0,0,5,120,279,407,483,501,466,371,213,61,0,0,0,0,0,0,0
당진매립장태양광,2019-11-10,0,0,0,0,0,0,0,0,53,150,150,171,238,251,281,147,45,0,0,0,0,0,0,0
당진매립장태양광,2019-11-11,0,0,0,0,0,0,0,0,24,136,274,426,441,309,292,198,53,0,0,0,0,0,0,0
당진매립장태양광,2019-11-12,0,0,0,0,0,0,0,7,121,271,298,397,399,299,201,200,58,0,0,0,0,0,0,0
당진매립장태양광,2019-11-13,0,0,0,0,0,0,0,0,0,5,71,68,65,102,51,4,0,0,0,0,0,0,0,0
