"년월일","호기","구분","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2020-01-01","1","발전량","0","0","0","0","0","0","4","23","64","122","169","215","191","129","60","18","4","0","0","0","0","0","0","0"
"2020-01-02","1","발전량","0","0","0","0","0","0","3","22","60","107","149","185","165","114","56","18","4","0","0","0","0","0","0","0"
"2020-01-03","1","발전량","0","0","0","0","0","0","2","24","60","108","148","192","179","123","59","19","3","0","0","0","0","0","0","0"
"2020-01-04","1","발전량","0","0","0","0","0","0","4","26","62","89","147","204","180","126","58","19","4","0","0","0","0","0","0","0"
"2020-01-05","1","발전량","0","0","0","0","0","0","4","19","65","120","168","217","199","140","53","24","4","0","0","0","0","0","0","0"
"2020-01-06","1","발전량","0","0","0","0","0","0","8","20","26","21","24","20","21","15","8","0","0","0","0","0","0","0","0","0"
"2020-01-07","1","발전량","0","0","0","0","0","0","0","4","9","13","13","27","33","30","13","5","1","0","0","0","0","0","0","0"
"2020-01-08","1","발전량","0","0","0","0","0","0","3","30","76","60","34","75","150","64","45","19","3","0","0","0","0","0","0","0"
"2020-01-09","1","발전량","0","0","0","0","0","0","4","32","50","131","158","185","159","105","55","24","5","0","0","0","0","0","0","0"
"2020-01-10","1","발전량","0","0","0","0","0","0","2","23","67","78","150","192","193","143","69","22","5","0","0","0","0","0","0","0"
"2020-01-11","1","발전량","0","0","0","0","0","0","3","24","59","118","160","212","188","135","68","23","4","0","0","0","0","0","0","0"
"2020-01-12","1","발전량","0","0","0","0","0","0","4","20","66","126","173","236","212","155","74","22","5","0","0","0","0","0","0","0"
"2020-01-13","1","발전량","0","0","0","0","0","0","3","24","66","124","168","192","184","127","73","24","4","0","0","0","0","0","0","0"
"2020-01-14","1","발전량","0","0","0","0","0","0","4","20","35","64","87","100","101","125","64","27","5","0","0","0","0","0","0","0"
"2020-01-15","1","발전량","0","0","0","0","0","0","3","24","72","131","176","234","215","159","79","23","5","0","0","0","0","0","0","0"
"2020-01-16","1","발전량","0","0","0","0","0","0","1","18","45","82","133","212","191","127","72","24","5","0","0","0","0","0","0","0"
"2020-01-17","1","발전량","0","0","0","0","0","0","3","29","58","82","100","164","185","105","69","26","6","0","0","0","0","0","0","0"
