"년월일","호기","구분","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2018-01-01","1","발전량","0","0","0","0","0","0","0","0.001","0.01","0.019","0.024","0.026","0.027","0.025","0.021","0.013","0.003","0","0","0","0","0","0","0"
"2018-01-01","2","발전량","0","0","0","0","0","0","0","0.001","0.044","0.288","0.525","0.641","0.697","0.659","0.561","0.379","0.131","0.002","0","0","0","0","0","0"
"2018-01-01","3","발전량","0","0","0","0","0","0","0","0","0.007","0.023","0.13","0.221","0.187","0.226","0.16","0.053","0.023","0","0","0","0","0","0","0"
"2018-01-01","4","발전량","0","0","0","0","0","0","0","0","0.001","0.274","1.126","1.348","1.428","1.379","1.226","0.673","0.074","0","0","0","0","0","0","0"
"2018-01-02","1","발전량","0","0","0","0","0","0","0","0.001","0.008","0.017","0.022","0.025","0.024","0.021","0.015","0.007","0.001","0","0","0","0","0","0","0"
"2018-01-02","2","발전량","0","0","0","0","0","0","0","0","0.051","0.269","0.035","0.03","0.032","0.032","0.036","0.042","0.08","0.001","0","0.984","0.989","0.416","0","0"
"2018-01-02","3","발전량","0","0","0","0","0","0","0","0","0.01","0.033","0.123","0.21","0.193","0.19","0.13","0.055","0.021","0","0","0","0","0","0","0"
"2018-01-02","4","발전량","0","0","0","0","0","0","0","0","0.026","0.306","0.126","0.03","0.029","0.03","0.036","0.09","0.107","0","0","1.321","1.485","1.485","0.799","0"
"2018-01-03","1","발전량","0","0","0","0","0","0","0","0.001","0.01","0.018","0.021","0.027","0.024","0.023","0.017","0.012","0.004","0","0","0","0","0","0","0"
"2018-01-03","2","발전량","0","0","0","0","0","0","0","0","0.044","0.271","0.035","0.028","0.029","0.032","0.036","0.041","0.161","0.003","0","0.984","0.988","0.639","0","0"
"2018-01-03","3","발전량","0","0","0","0","0","0","0","0","0.006","0.023","0.118","0.227","0.174","0.171","0.154","0.046","0.022","0.001","0","0","0","0","0","0"
"2018-01-03","4","발전량","0","0","0","0","0","0","0","0","0","0.284","0.139","0.027","0.022","0.03","0.292","0.469","0.084","0","0","1.32","1.485","1.478","0.828","0"
"2018-01-04","1","발전량","0","0","0","0","0","0","0","0","0.001","0.007","0.008","0.017","0.015","0.012","0.007","0.002","0","0","0","0","0","0","0","0"
"2018-01-04","2","발전량","0","0","0","0","0","0","0","0.001","0.029","0.123","0.042","0.037","0.036","0.037","0.041","0.044","0.029","0","0","0.984","0.281","0","0","0"
"2018-01-04","3","발전량","0","0","0","0","0","0","0","0","0.003","0.033","0.063","0.121","0.126","0.1","0.077","0.041","0.009","0","0","0","0","0","0","0"
"2018-01-04","4","발전량","0","0","0","0","0","0","0","0","0.007","0.166","0.078","0.042","0.041","0.043","0.046","0.051","0.029","0","0","1.322","1.156","0","0","0"
"2018-01-05","1","발전량","0","0","0","0","0","0","0","0","0","0.012","0.021","0.026","0.027","0.025","0.021","0.012","0.002","0","0","0","0","0","0","0"
"2018-01-05","2","발전량","0","0","0","0","0","0","0","0","0.015","0.148","0.033","0.031","0.03","0.032","0.04","0.04","0.124","0.002","0","0.983","0.988","0.479","0","0"
"2018-01-05","3","발전량","0","0","0","0","0","0","0","0","0.003","0.023","0.141","0.189","0.165","0.157","0.157","0.059","0.022","0","0","0","0","0","0","0"
"2018-01-05","4","발전량","0","0","0","0","0","0","0","0","0.003","0.159","0.125","0.028","0.021","0.023","0.237","0.718","0.098","0","0","1.322","1.486","1.485","0.836","0"
"2018-01-06","1","발전량","0","0","0","0","0","0","0","0.001","0.01","0.019","0.024","0.028","0.028","0.026","0.022","0.015","0.004","0","0","0","0","0","0","0"
"2018-01-06","2","발전량","0","0","0","0","0","0","0","0.001","0.048","0.284","0.034","0.028","0.028","0.028","0.042","0.41","0.172","0","0","0.985","0.987","0.783","0","0"
"2018-01-06","3","발전량","0","0","0","0","0","0","0","0","0.007","0.024","0.146","0.227","0.239","0.232","0.182","0.068","0.027","0","0","0","0","0","0","0"
"2018-01-06","4","발전량","0","0","0","0","0","0","0","0","0.002","0.319","0.134","0.021","0.018","0.019","0.972","0.827","0.069","0","0","1.321","1.485","1.485","0.816","0"
"2018-01-07","1","발전량","0","0","0","0","0","0","0","0","0.002","0.003","0.002","0.003","0.003","0.003","0.003","0","0","0","0","0","0","0","0","0"
"2018-01-07","2","발전량","0","0","0","0","0","0","0","0","0.033","0.117","0.046","0.046","0.043","0.047","0.042","0.041","0.021","0","0","0.165","0","0","0","0"
"2018-01-07","3","발전량","0","0","0","0","0","0","0","0","0.007","0.037","0.023","0.038","0.033","0.028","0.04","0.02","0.004","0","0","0","0","0","0","0"
"2018-01-07","4","발전량","0","0","0","0","0","0","0","0","0.026","0.18","0.061","0.05","0.049","0.049","0.049","0.042","0.005","0","0","0.392","0","0","0","0"
"2018-01-08","1","발전량","0","0","0","0","0","0","0","0","0","0.001","0.002","0.002","0.001","0","0.001","0","0","0","0","0","0","0","0","0"
"2018-01-08","2","발전량","0","0","0","0","0","0","0","0","0.014","0.043","0.046","0.042","0.044","0.038","0.036","0.021","0.003","0","0","0.111","0","0","0","0"
"2018-01-08","3","발전량","0","0","0","0","0","0","0","0","0.002","0.008","0.031","0.033","0.017","0.013","0.011","0.009","0","0","0","0","0","0","0","0"
"2018-01-08","4","발전량","0","0","0","0","0","0","0","0","0.002","0.02","0.066","0.048","0.048","0.032","0.021","0.018","0","0","0","0.177","0","0","0","0"
"2018-01-09","1","발전량","0","0","0","0","0","0","0","0","0.003","0.016","0.025","0.028","0.026","0.026","0.021","0.01","0.002","0","0","0","0","0","0","0"
"2018-01-09","2","발전량","0","0","0","0","0","0","0","0","0.037","0.23","0.036","0.034","0.036","0.037","0.039","0.04","0.137","0.003","0","0.984","0.832","0","0","0"
"2018-01-09","3","발전량","0","0","0","0","0","0","0","0","0.009","0.035","0.082","0.107","0.12","0.085","0.125","0.079","0.019","0","0","0","0","0","0","0"
"2018-01-09","4","발전량","0","0","0","0","0","0","0","0","0.031","0.367","0.13","0.03","0.024","0.029","0.138","0.592","0.077","0","0","1.125","1.486","1.486","1.016","0"
"2018-01-10","1","발전량","0","0","0","0","0","0","0","0.001","0.009","0.013","0.02","0.03","0.029","0.026","0.022","0.01","0.004","0","0","0","0","0","0","0"
"2018-01-10","2","발전량","0","0","0","0","0","0","0","0","0.056","0.229","0.039","0.039","0.038","0.037","0.04","0.038","0.116","0.005","0","0.983","0.523","0","0","0"
